Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
34c51528-6254-0102-def6-8a6c5ee448d6,1961-06-10,,999-24-7600,S99919583,X73079153X,Mrs.,Mavis,Elaine,Shanahan,,Kertzmann,M,white,nonhispanic,F,Everett  Massachusetts  US,884 Daugherty Ferry Unit 85,Holyoke,Massachusetts,Hampden County,25013,01040,42.198067463809736,-72.6700036539542,23155.60,1773630.58,17036
c58e1f3c-1a5c-d857-6af7-f300f8c5e58a,1942-04-27,,999-25-5969,S99951993,X88421397X,Mrs.,Lita,,Cruickshank,,Torp,M,white,nonhispanic,F,Millbury  Massachusetts  US,729 Turcotte Divide,Springfield,Massachusetts,Hampden County,25013,01118,42.00332158159528,-72.57785682396879,28127.02,810842.13,7234
03f53fd4-c7a6-b077-05bf-a2ea39dd9a21,2006-10-31,,999-35-5982,S99934609,,Mr.,Otis,Logan,Quitzon,,,,white,nonhispanic,M,Springfield  Massachusetts  US,882 Wolff Harbor Apt 57,New Bedford,Massachusetts,Bristol County,25005,02748,41.667675345921424,-70.89933459472276,51327.25,5171.39,107846
0cd10454-8b8b-35b6-2b6d-dc781c537cc0,1947-05-06,2016-09-11,999-93-3448,S99984723,X58104478X,Mrs.,Dorothea,Sam,Feeney,,Roob,M,white,nonhispanic,F,Belmont  Massachusetts  US,122 Mertz Hollow Apt 98,Taunton,Massachusetts,Bristol County,25005,02767,41.93738565745911,-71.12123361540871,598446.49,670259.76,48504
a1ae8322-6a22-91f5-1995-21a6ae865e4c,1967-06-25,,999-58-6964,S99937515,X49648024X,Mrs.,Micaela,,Madrigal,,Villaseñor,D,white,hispanic,F,Mexico City  Mexico City  MX,870 Schmidt Parade Unit 40,Amherst,Massachusetts,Hampshire County,,00000,42.3489998423366,-72.52355244316688,14067.68,639490.50,10027
7a2faf0d-65f3-8a22-abca-f1fa021c4050,1956-10-04,,999-94-9457,S99974620,X20607676X,Mrs.,Mikaela,Lynette,Quigley,,Nitzsche,W,white,nonhispanic,F,Lowell  Massachusetts  US,434 Hand Bypass,Boston,Massachusetts,Suffolk County,25025,02203,42.259185868885396,-71.04647523183588,262941.54,448545.03,123367
a781146e-3b51-0037-d885-ec4ed0ac53a5,1986-04-03,,999-72-5037,S99989180,X34763691X,Ms.,Leonora,Tammy,Schultz,,,S,asian,hispanic,F,Springfield  Massachusetts  US,511 Feil Stravenue,Tewksbury,Massachusetts,Middlesex County,,00000,42.64610371631305,-71.24312650204381,226011.55,526015.71,129106
3a150f2b-cadb-f81f-269e-640aa3d1f28c,2010-03-24,,999-81-7051,,,,Lucio,,Konopelski,,,,white,nonhispanic,M,Framingham  Massachusetts  US,527 Gislason Common,Somerset,Massachusetts,Bristol County,25005,02726,41.742457332212005,-71.19854041706454,24167.11,21919.54,89733
c32bc1bb-e9db-ea8e-5128-f7abc549873f,2019-09-11,,999-43-1624,,,,Chas,Emilio,Nolan,,,,white,nonhispanic,M,Chicopee  Massachusetts  US,764 Price Annex Apt 57,Chatham,Massachusetts,Barnstable County,25001,02633,41.654633829214525,-70.01502332043412,16965.40,6030.44,31302
86a8b062-d1e3-adf5-8cf8-770988d7ff22,1995-08-08,,999-96-4863,S99929358,X76601974X,Mr.,Elton,Dana,Stroman,,,M,white,nonhispanic,M,Salem  Massachusetts  US,654 Kozey Club,Beverly,Massachusetts,Essex County,25009,01915,42.55089236892702,-70.91598899577504,75557.97,48467.61,76646
6219b090-8a24-8c36-d098-9fcd8dce216d,1991-12-26,,999-52-8951,S99945156,X71916266X,Mrs.,Suzann,Nadene,Kuvalis,,Predovic,M,white,nonhispanic,F,Easton  Massachusetts  US,246 Nader Key,Harwich Center,Massachusetts,Barnstable County,,00000,41.720731828070825,-70.06611957740971,8732.96,524799.70,8153
186040fa-296d-3380-1c04-53f778da9096,2006-02-26,,999-40-1513,S99993780,,Mr.,Oscar,Odis,Ernser,,,,white,nonhispanic,M,Raynham  Massachusetts  US,517 Terry Approach Apt 51,Braintree,Massachusetts,Norfolk County,25021,02184,42.210893202855765,-71.02574583867221,61985.03,3346.10,121392
03aa7e8b-96fc-606a-77b9-c974a170b88c,2011-11-19,,999-91-4516,,,,Virgen,Ciera,Wunsch,,,,white,nonhispanic,F,Andover  Massachusetts  US,444 McCullough Dale Apt 7,Lunenburg,Massachusetts,Worcester County,25027,01462,42.595551687401404,-71.75779244238423,23137.04,22014.24,72649
3eac834c-2266-986a-36f9-e821be4f222f,2007-10-03,,999-59-2280,S99953476,,,Whitney,,Streich,,,,white,hispanic,F,West Boylston  Massachusetts  US,808 White Spur,East Brookfield,Massachusetts,Worcester County,25027,01515,42.25383866142169,-72.02733736710155,61619.51,0.00,39422
e6eb6cc0-d22c-7303-55bd-0b4040997fa1,2005-01-06,,999-35-6672,S99986796,X68132630X,Ms.,Sheena,Arcelia,McDermott,,,,white,hispanic,F,Lynn  Massachusetts  US,200 Wilkinson Loaf Apt 8,Boxford,Massachusetts,Essex County,25009,01921,42.69879361002659,-71.02454665033613,57388.88,63851.67,66236
2ef8b4fb-9fa5-3d07-d603-665aca484ac1,1967-03-25,,999-21-6507,S99955013,X32816802X,Mrs.,Elicia,,Schamberger,,Breitenberg,M,white,nonhispanic,F,Westborough  Massachusetts  US,698 Reichel Crossing Apt 87,Norwood,Massachusetts,Norfolk County,25021,02090,42.200961433646974,-71.22649186990134,331528.81,988791.38,884662
53a3b7df-8283-db42-b13c-74ef506d4503,2012-09-05,,999-53-7510,,,,Carol,Claud,Doyle,,,,black,nonhispanic,M,Somerville  Massachusetts  US,152 Tillman Fork Unit 89,Boston,Massachusetts,Suffolk County,25025,02113,42.340865001966456,-71.07151101725759,1910.44,21692.12,9065
c20a89b4-df9a-0ab5-9ac0-1e7dad7da8b0,2011-10-09,,999-42-6154,,,,Ervin,Cortez,Mueller,,,,white,nonhispanic,M,Lawrence  Massachusetts  US,271 Dickinson Bridge Apt 15,Taunton,Massachusetts,Bristol County,25005,02767,41.91440174946821,-71.06183267383426,2441.57,45487.59,23414
1297ab97-d817-0a51-60f2-69b68a0148b9,1947-05-06,2010-02-03,999-66-1180,S99954735,X37711123X,Mrs.,Gayla,Bebe,Quitzon,,Haag,M,white,nonhispanic,F,Arlington  Massachusetts  US,237 Brown Pathway Suite 10,Taunton,Massachusetts,Bristol County,25005,02780,41.882142152447365,-71.1671519244407,807630.43,133488.57,48504
6afcc20e-b378-5b73-713d-0b40ebefcc3e,2022-07-01,2023-09-27,999-63-5772,,,,Raymundo,Keneth,Corkery,,,,white,nonhispanic,M,Danvers  Massachusetts  US,137 Sawayn Ranch,Somerville,Massachusetts,Middlesex County,25017,02145,42.346608185718445,-71.14986949645167,7066.38,12574.90,158578
9b151ab6-58b8-813e-c9e4-eaf32713b62c,2022-07-01,,999-88-7987,,,,Nathaniel,Claude,Mueller,,,,white,nonhispanic,M,Winchester  Massachusetts  US,171 Runte Haven Apt 73,Somerville,Massachusetts,Middlesex County,25017,02145,42.39746956683634,-71.06960531257383,11484.63,0.00,158578
0d16a4af-a908-1da5-35c3-063c4793b4b8,1998-11-13,,999-85-6142,S99942505,X38832793X,Mr.,Terence,Rene,Raynor,,,,white,nonhispanic,M,Revere  Massachusetts  US,831 Marks Tunnel,White Island Shores,Massachusetts,Plymouth County,,00000,41.76051569321931,-70.65171544320765,41572.40,38549.13,260942
49ef4c8b-8166-3823-38da-117f1f3bc755,2019-07-30,,999-44-9537,,,,Modesta,Mariko,Brakus,,,,white,nonhispanic,F,Framingham  Massachusetts  US,196 Reichel Pathway Unit 51,Westfield,Massachusetts,Hampden County,25013,01085,42.11469209608047,-72.78812971423898,8486.27,7618.90,73517
